"","systematic_name","gene","C3","C8","CS23","HS42","NC","UT","C3_C8","C3_CS23","C3_HS42","C3_NC","C3_UT","C8_CS23","C8_HS42","C8_NC","C8_UT","CS23_HS42","CS23_NC","CS23_UT","HS42_NC","HS42_UT","NC_UT"
"37","YBL091C","MAP2",14.8346970866667,15.3711786375,15.0805847075,15.4277782775,15.3402370125,15.6871118541667,0.536481550833333,0.245887620833333,0.593081190833333,0.505539925833334,0.852414767499999,-0.29059393,0.05659964,-0.0309416249999988,0.315933216666666,0.34719357,0.259652305000001,0.606527146666666,-0.0875412649999987,0.259333576666666,0.346874841666665
"38","YBL092W","RPL32",18.9444101933333,18.8939904675,18.75790384,19.6361284975,19.4669634925,18.335434375,-0.0504197258333328,-0.186506353333332,0.691718304166667,0.522553299166667,-0.608975818333334,-0.136086627499999,0.74213803,0.572973025,-0.558556092500002,0.878224657499999,0.709059652499999,-0.422469465000002,-0.169165005,-1.3006941225,-1.1315291175
"39","YBL099W","ATP1",16.8365007666667,17.3077565675,17.2102279775,17.847904035,17.5994896275,18.0540559233333,0.471255800833333,0.373727210833334,1.01140326833333,0.762988860833332,1.21755515666667,-0.0975285899999996,0.540147467499999,0.291733059999999,0.746299355833333,0.637676057499998,0.389261649999998,0.843827945833333,-0.2484144075,0.206151888333334,0.454566295833335
"40","YBL102W","SFT2",15.36500124,15.311760445,15.0884695425,15.8888775225,15.4829459975,15.5345593866667,-0.0532407949999989,-0.276531697499999,0.5238762825,0.1179447575,0.169558146666667,-0.2232909025,0.577117077499999,0.171185552499999,0.222798941666666,0.800407979999999,0.394476455,0.446089844166666,-0.405931525,-0.354318135833333,0.0516133891666666
"41","YBR011C","IPP1",18.08752783,18.3468707175,18.1278795675,18.5848892025,18.3236495625,18.8707650141667,0.259342887500001,0.0403517375,0.497361372500002,0.236121732500003,0.783237184166669,-0.218991150000001,0.238018485000001,-0.0232211549999981,0.523894296666668,0.457009635000002,0.195769995000003,0.742885446666669,-0.261239639999999,0.285875811666667,0.547115451666667
"42","YBR015C","MNN2",15.36717575,15.367626765,15.0131555125,15.6760885225,15.50132178,15.5722440375,0.00045101500000122,-0.3540202375,0.308912772500001,0.13414603,0.2050682875,-0.354471252500002,0.3084617575,0.133695014999999,0.204617272499998,0.662933010000001,0.4881662675,0.559088525,-0.174766742500001,-0.103844485000002,0.0709222574999995
"43","YBR017C","KAP104",15.30783359,15.04740747,14.8924464125,15.6804507775,15.2187244125,15.6996253566667,-0.26042612,-0.4153871775,0.3726171875,-0.0891091774999992,0.391791766666667,-0.1549610575,0.633043307499999,0.171316942500001,0.652217886666667,0.788004364999999,0.326278,0.807178944166667,-0.461726364999999,0.019174579166668,0.480900944166667
"44","YBR025C","OLA1",17.1379458633333,17.6963352,17.4943733275,18.205936295,17.63908758,17.7405914958333,0.558389336666668,0.356427464166668,1.06799043166667,0.501141716666666,0.6026456325,-0.2019618725,0.509601095000001,-0.0572476200000018,0.0442562958333319,0.711562967500001,0.144714252499998,0.246218168333332,-0.566848715000003,-0.465344799166669,0.101503915833334
"45","YBR026C","ETR1",15.0802680766667,15.31190636,15.19489016,15.565742385,15.320403075,16.2457044633333,0.231638283333334,0.114622083333334,0.485474308333334,0.240134998333334,1.16543638666667,-0.1170162,0.253836025,0.00849671499999971,0.933798103333332,0.370852225,0.125512915,1.05081430333333,-0.24533931,0.679962078333332,0.925301388333333
"46","YBR034C","HMT1",14.9077044533333,15.1171957375,14.8224174475,15.59843069,15.441550875,15.5844867958333,0.209491284166667,-0.085287005833333,0.690726236666668,0.533846421666668,0.676782342500001,-0.29477829,0.481234952500001,0.324355137500001,0.467291058333334,0.776013242500001,0.619133427500001,0.762069348333334,-0.156879815,-0.0139438941666672,0.142935920833333
"47","YBR035C","PDX3",16.0774571166667,16.2867500075,15.764164525,17.06227704,16.2876988775,16.8133636225,0.209292890833336,-0.313292591666665,0.984819923333333,0.210241760833334,0.735906505833334,-0.5225854825,0.775527032499998,0.000948869999998436,0.526613614999999,1.298112515,0.523534352499999,1.0491990975,-0.774578162499999,-0.248913417499999,0.525664745
"48","YBR039W","ATP3",15.95353522,15.97670832,15.89044894,16.45665994,16.1441503375,16.9350586491667,0.0231730999999993,-0.0630862800000003,0.503124720000001,0.1906151175,0.981523429166666,-0.0862593799999996,0.479951620000001,0.167442017500001,0.958350329166667,0.566211000000001,0.2537013975,1.04460970916667,-0.3125096025,0.478398709166665,0.790908311666666
"49","YBR052C","RFS1",15.1960291433333,15.456772455,15.141142565,15.868063585,16.0011169925,16.03526187,0.260743311666666,-0.0548865783333348,0.672034441666666,0.805087849166668,0.839232726666665,-0.31562989,0.41129113,0.544344537500002,0.578489415,0.726921020000001,0.859974427500003,0.894119305,0.133053407500002,0.167198285,0.0341448774999975
"50","YBR072W","HSP26",14.8786751866667,14.5543187025,15.546020195,16.2572467075,15.4115472625,16.338250705,-0.324356484166666,0.667345008333335,1.37857152083333,0.532872075833334,1.45957551833333,0.991701492500001,1.702928005,0.857228559999999,1.7839320025,0.711226512499998,-0.134472932500001,0.79223051,-0.845699444999999,0.0810039975000016,0.926703442500001
"51","YBR078W","ECM33",19.09185278,19.1103888725,18.86336266,19.57280899,19.46985916,19.7173798525,0.0185360924999998,-0.22849012,0.480956209999999,0.378006379999999,0.625527072499999,-0.2470262125,0.462420117499999,0.359470287499999,0.606990979999999,0.709446329999999,0.606496499999999,0.854017192499999,-0.10294983,0.1445708625,0.2475206925
"52","YBR079C","RPG1",15.9344236666667,16.0171721275,15.8418963,16.6507194475,16.2789244275,16.6599113958333,0.0827484608333346,-0.0925273666666655,0.716295780833333,0.344500760833336,0.725487729166668,-0.1752758275,0.633547319999998,0.261752300000001,0.642739268333333,0.808823147499998,0.437028127500001,0.818015095833333,-0.371795019999997,0.00919194833333492,0.380986968333332
"53","YBR080C","SEC18",15.10635835,15.080542725,14.9931972075,15.78403899,15.1598334375,15.882753195,-0.0258156250000017,-0.113161142500001,0.677680639999998,0.0534750875000007,0.776394844999999,-0.0873455174999993,0.703496265,0.0792907125000024,0.80221047,0.790841782499999,0.166636230000002,0.8895559875,-0.624205552499998,0.0987142050000003,0.722919757499998
"54","YBR084W","MIS1",15.5078040333333,15.3975464675,15.417158055,16.0065721375,15.5698010925,15.9776820258333,-0.110257565833333,-0.0906459783333329,0.498768104166668,0.0619970591666679,0.469877992500001,0.0196115875,0.609025670000001,0.172254625000001,0.580135558333334,0.589414082500001,0.152643037500001,0.560523970833334,-0.436771045,-0.0288901116666676,0.407880933333333
"55","YBR085W","AAC3",16.9872519733333,17.6879208025,16.65697447,18.2380333775,17.14851545,17.8692646041667,0.700668829166666,-0.330277503333331,1.25078140416667,0.161263476666669,0.882012630833334,-1.0309463325,0.550112575,-0.539405352499998,0.181343801666667,1.5810589075,0.49154098,1.21229013416666,-1.0895179275,-0.368768773333333,0.720749154166665
"56","YBR086C","IST2",14.21862947,14.599304265,14.4025912725,15.2166299725,14.868866675,14.5817970141667,0.380674795000001,0.183961802500001,0.9980005025,0.650237205,0.363167544166666,-0.1967129925,0.617325707499999,0.269562409999999,-0.0175072508333347,0.814038699999999,0.466275402499999,0.179205741666665,-0.3477632975,-0.634832958333334,-0.287069660833334
"57","YBR088C","POL30",15.90785358,15.70529025,15.728026155,16.5564634725,16.3077450275,16.96884033,-0.202563330000002,-0.179827425000001,0.648609892499998,0.3998914475,1.06098675,0.0227359050000011,0.8511732225,0.602454777500002,1.26355008,0.828437317499999,0.579718872500001,1.240814175,-0.248718444999998,0.4123768575,0.661095302499998
"58","YBR089C-A","NHP6B",16.1657946566667,16.4724938775,16.5398909975,16.305994485,17.45742493,17.2808343325,0.306699220833334,0.374096340833333,0.140199828333333,1.29163027333333,1.11503967583333,0.067397119999999,-0.1664993925,0.984931052499999,0.808340455,-0.233896512499999,0.9175339325,0.740943335000001,1.151430445,0.9748398475,-0.176590597499999
"59","YBR092C","PHO3",16.2657080666667,16.3203006875,16.3249912775,16.7694712625,16.3929392,17.1735968683333,0.0545926208333327,0.0592832108333319,0.503763195833333,0.127231133333332,0.907888801666665,0.00469058999999916,0.449170575,0.0726385124999993,0.853296180833333,0.444479985000001,0.0679479225000001,0.848605590833333,-0.376532062500001,0.404125605833332,0.780657668333333
"60","YBR094W","PBY1",14.3017499033333,14.4645763525,14.3491609875,15.1853071475,14.6774121025,14.8964470716667,0.162826449166667,0.0474110841666668,0.883557244166667,0.375662199166667,0.594697168333335,-0.115415365,0.720730795,0.21283575,0.431870719166668,0.83614616,0.328251115,0.547286084166668,-0.507895045,-0.288860075833332,0.219034969166668
"61","YBR101C","FES1",14.8869615633333,14.978864515,14.77354249,15.6893926675,14.90796246,15.7690592216667,0.0919029516666665,-0.113419073333333,0.802431104166667,0.021000896666667,0.882097658333333,-0.205322024999999,0.7105281525,-0.0709020549999995,0.790194706666666,0.915850177499999,0.13441997,0.995516731666665,-0.7814302075,0.0796665541666659,0.861096761666666
"62","YBR106W","PHO88",17.1149804666667,17.451280125,17.282690185,17.5788308125,17.542457485,17.2223464616667,0.336299658333335,0.167709718333334,0.463850345833336,0.427477018333335,0.107365995000002,-0.16858994,0.127550687500001,0.0911773599999997,-0.228933663333333,0.296140627500002,0.2597673,-0.0603437233333324,-0.0363733275000016,-0.356484350833334,-0.320111023333332
"63","YBR111C","YSA1",16.12185417,16.332451655,15.4707503075,16.4982790875,15.5186337,16.5360605758333,0.210597485000001,-0.651103862499998,0.3764249175,-0.60322047,0.414206405833333,-0.861701347499999,0.165827432499999,-0.813817955000001,0.203608920833332,1.02752878,0.0478833924999975,1.06531026833333,-0.9796453875,0.0377814883333336,1.01742687583333
"64","YBR112C","CYC8",14.07991518,14.4019282775,14.3183575325,14.96578654,14.4148183575,14.9343102258333,0.322013097499999,0.2384423525,0.885871359999999,0.334903177499999,0.854395045833332,-0.0835707449999994,0.5638582625,0.01289008,0.532381948333333,0.6474290075,0.0964608249999994,0.615952693333332,-0.5509681825,-0.0314763141666674,0.519491868333333
"65","YBR115C","LYS2",15.7734878633333,15.7289831725,15.3509112175,16.461163905,15.114123905,16.1558643008333,-0.0445046908333335,-0.422576645833333,0.687676041666666,-0.659363958333333,0.3823764375,-0.378071954999999,0.7321807325,-0.6148592675,0.426881128333333,1.1102526875,-0.236787312500001,0.804953083333332,-1.34704,-0.305299604166667,1.04174039583333
"66","YBR121C","GRS1",16.7481727533333,17.14619123,16.854810735,17.5310587875,17.1471631325,17.7214699433333,0.398018476666667,0.106637981666669,0.782886034166669,0.398990379166669,0.97329719,-0.291380494999999,0.384867557500002,0.000971902500001676,0.575278713333333,0.6762480525,0.2923523975,0.866659208333331,-0.383895655,0.190411155833331,0.574306810833331
"67","YBR126C","TPS1",15.46825676,15.601829945,15.3247739875,15.966851245,15.8310975725,16.4280425108333,0.133573184999999,-0.143482772499999,0.498594485000002,0.362840812500002,0.959785750833333,-0.277055957499998,0.365021300000002,0.229267627500002,0.826212565833334,0.6420772575,0.506323585000001,1.10326852333333,-0.1357536725,0.461191265833332,0.596944938333332
"68","YBR127C","VMA2",17.1448293533333,17.4679334975,17.4889932725,17.919334635,17.831945845,18.008440275,0.323104144166663,0.344163919166665,0.774505281666663,0.687116491666664,0.863610921666663,0.0210597750000012,0.4514011375,0.364012347500001,0.540506777499999,0.430341362499998,0.3429525725,0.519447002499998,-0.0873887899999986,0.0891056399999997,0.176494429999998
"69","YBR130C","SHE3",14.73172733,14.4419635875,14.03823878,15.1558328475,15.0378543625,14.801242495,-0.2897637425,-0.69348855,0.424105517499999,0.306127032499999,0.0695151650000003,-0.4037248075,0.713869259999999,0.595890774999999,0.3592789075,1.1175940675,0.999615582499999,0.763003715,-0.117978485,-0.354590352499999,-0.236611867499999
"70","YBR143C","SUP45",16.6178145566667,16.4718345075,16.297384775,17.0731571575,16.464155085,17.3382080408333,-0.145980049166667,-0.320429781666665,0.455342600833333,-0.153659471666664,0.720393484166667,-0.174449732499998,0.60132265,-0.0076794224999972,0.866373533333334,0.775772382499998,0.16677031,1.04082326583333,-0.609002072499997,0.265050883333334,0.874052955833331
"71","YBR149W","ARA1",15.5400109466667,15.9806223675,15.554608015,16.5016738325,16.3377066075,16.57970752,0.440611420833331,0.0145970683333321,0.961662885833332,0.797695660833332,1.03969657333333,-0.426014352499999,0.521051465000001,0.357084240000001,0.599085152500001,0.9470658175,0.7830985925,1.025099505,-0.163967225,0.0780336874999996,0.2420009125
"72","YBR154C","RPB5",15.3736561366667,16.0448437975,15.5935825925,16.1048019375,16.45211804,16.1832606883333,0.671187660833334,0.219926455833333,0.731145800833334,1.07846190333334,0.809604551666668,-0.451261205000002,0.0599581399999991,0.407274242500002,0.138416890833334,0.511219345000001,0.858535447500003,0.589678095833335,0.347316102500002,0.0784587508333345,-0.268857351666668
"73","YBR155W","CNS1",14.4583602466667,14.3790196925,14.4440948175,14.92699841,14.394458415,14.9932170041667,-0.0793405541666665,-0.0142654291666666,0.468638163333333,-0.0639018316666657,0.5348567575,0.0650751249999999,0.547978717499999,0.0154387225000008,0.614197311666667,0.4829035925,-0.0496364024999991,0.549122186666667,-0.532539994999999,0.0662185941666671,0.598758589166666
"74","YBR160W","CDC28",14.48707221,15.183712365,14.79108523,15.6841091075,15.074257375,15.6808367591667,0.696640154999999,0.304013019999999,1.1970368975,0.587185164999999,1.19376454916667,-0.392627135,0.5003967425,-0.10945499,0.497124394166667,0.893023877499999,0.283172145,0.889751529166666,-0.609851732499999,-0.00327234833333279,0.606579384166666
"75","YBR162C","TOS1",16.4817159366667,16.163199915,16.759910255,17.4847526675,16.7573759525,17.3632597775,-0.318516021666667,0.278194318333334,1.00303673083333,0.275660015833331,0.881543840833331,0.596710340000001,1.3215527525,0.594176037499999,1.2000598625,0.724842412499999,-0.00253430250000264,0.603349522499997,-0.727376715000002,-0.121492890000003,0.605883824999999
"76","YBR164C","ARL1",15.0138949233333,14.56633737,14.799044465,14.969005075,14.912565535,15.6487411991667,-0.447557553333334,-0.214850458333334,-0.0448898483333338,-0.101329388333335,0.634846275833333,0.232707095,0.402667705000001,0.346228164999999,1.08240382916667,0.16996061,0.113521069999999,0.849696734166667,-0.0564395400000013,0.679736124166666,0.736175664166668
"77","YBR169C","SSE2",14.8055711166667,14.9057678975,14.640066535,15.7935233925,15.250935805,15.8339457616667,0.100196780833334,-0.165504581666667,0.987952275833335,0.445364688333335,1.028374645,-0.265701362500002,0.887755495,0.3451679075,0.928177864166665,1.1534568575,0.610869270000002,1.19387922666667,-0.5425875875,0.0404223691666648,0.583009956666665
