systematic_name,gene,treatment_id,fc_log2,p_value,adj_p_value,regulated
YBR130C,SHE3,LA,0.247480833,0.519353462,0.757909145,FALSE
YBR143C,SUP45,LA,-0.236556667,0.158314633,0.415048632,FALSE
YBR149W,ARA1,LA,-0.3003975,0.08876348,0.303556296,FALSE
YBR154C,RPB5,LA,0.339329167,0.20561442,0.478933522,FALSE
YBR155W,CNS1,LA,-0.087508333,0.593779206,0.80432593,FALSE
YBR160W,CDC28,LA,-0.107890833,0.563484163,0.785602381,FALSE
YBR162C,TOS1,LA,0.3241125,0.213388483,0.487767765,FALSE
YBR164C,ARL1,LA,0.381783333,0.156637945,0.412146332,FALSE
YBR169C,SSE2,LA,-0.3232425,0.071277024,0.268626513,FALSE
YBR170C,NPL4,LA,0.282253333,0.327405988,0.605942616,FALSE
YBR177C,EHT1,LA,0.292001667,0.202009664,0.474364729,FALSE
YBR181C;YPL090C,NA,LA,-0.231209167,0.439203347,0.698226423,FALSE
YBR189W,RPS9B,LA,-0.04097,0.840807548,0.936918362,FALSE
YBR196C,PGI1,LA,0.607235,0.003006335,0.03770891,FALSE
YBR198C,TAF5,LA,0.4666175,0.005918721,0.059219312,FALSE
YBR205W,KTR3,LA,0.2651675,0.351587145,0.628381558,FALSE
YBR218C,PYC2,LA,-0.025838333,0.849154342,0.940623279,FALSE
YBR221C,PDB1,LA,0.2507425,0.103720836,0.331298639,FALSE
YBR222C,PCS60,LA,0.674498333,2.23E-04,0.006207033,FALSE
YBR234C,ARC40,LA,-0.078580833,0.600557324,0.808483353,FALSE
YBR244W,GPX2,LA,-0.166091667,0.474304393,0.726191894,FALSE
YBR245C,ISW1,LA,-0.008034167,0.95870443,0.986041014,FALSE
YBR247C,ENP1,LA,-0.200371667,0.135374504,0.381525945,FALSE
YBR248C,HIS7,LA,0.117019167,0.468106103,0.721023525,FALSE
YBR249C,ARO4,LA,-0.1973225,0.276534072,0.557162613,FALSE
YBR252W,DUT1,LA,-0.6955975,0.005329876,0.055431914,FALSE
YBR256C,RIB5,LA,0.1267725,0.67085484,0.850204135,FALSE
YBR263W,SHM1,LA,-0.280509167,0.040565548,0.194221969,FALSE
YBR265W,TSC10,LA,0.710228333,1.32E-04,0.004205195,FALSE
YBR286W,APE3,LA,-0.300765833,0.034551653,0.176782585,FALSE
YCL009C,ILV6,LA,0.557859167,0.021522144,0.133054983,FALSE
YCL011C,GBP2,LA,-0.092091667,0.463116145,0.716549362,FALSE
YCL017C,NFS1,LA,-0.252634167,0.149165878,0.401995925,FALSE
YCL028W,RNQ1,LA,0.203306667,0.240015085,0.518260673,FALSE
YCL030C,HIS4,LA,0.44069,0.015811637,0.110089954,FALSE
YCL037C,SRO9,LA,0.168454167,0.367956942,0.642818443,FALSE
YCL040W,GLK1,LA,-0.12554,0.463902518,0.717254794,FALSE
YCL043C,PDI1,LA,0.118239167,0.464789917,0.718007076,FALSE
YCL045C,EMC1,LA,0.45615,0.013362512,0.098778781,FALSE
YCL050C,APA1,LA,-0.176946667,0.479357877,0.729908848,FALSE
YCL057C-A,MIC10,LA,-0.097055833,0.673968825,0.851873391,FALSE
YCL057W,PRD1,LA,0.247140833,0.08940682,0.304631394,FALSE
YCL064C,CHA1,LA,-0.665616667,1.87E-04,0.005463451,FALSE
YCR002C,CDC10,LA,-0.214515833,0.134725606,0.380739085,FALSE
YCR004C,YCP4,LA,0.055310833,0.792555044,0.913970991,FALSE
YCR005C,CIT2,LA,-0.0122525,0.950512087,0.983188521,FALSE
YCR009C,RVS161,LA,-0.095764167,0.6903991,0.861333889,FALSE
YCR012W,PGK1,LA,0.243851667,0.237952054,0.516010272,FALSE
YCR028C-A,RIM1,LA,-1.139320833,1.36E-05,7.05E-04,TRUE
YCR030C,SYP1,LA,0.257874167,0.047202757,0.211304349,FALSE
YCR051W,YCR051W,LA,-1.394115833,5.59E-04,0.011856781,TRUE
YCR052W,RSC6,LA,0.360586667,0.164555142,0.424257161,FALSE
YCR053W,THR4,LA,0.174291667,0.148850406,0.401601291,FALSE
YCR057C,PWP2,LA,-0.41647,0.032666404,0.170977351,FALSE
YCR077C,PAT1,LA,0.141838333,0.518469582,0.757378859,FALSE
YCR084C,TUP1,LA,-0.077096667,0.579801501,0.795388749,FALSE
YCR087C-A,YCR087C,LA,0.042349167,0.868166383,0.949673599,FALSE
YCR088W,ABP1,LA,-0.144668333,0.382107839,0.654915181,FALSE
YCR090C,YCR090C,LA,-0.136006667,0.438275536,0.697686251,FALSE
YCR093W,CDC39,LA,0.177221667,0.341925435,0.619150484,FALSE
YDL007W,RPT2,LA,0.169565,0.199366268,0.471303171,FALSE
YDL014W,NOP1,LA,0.081776667,0.645879006,0.836090746,FALSE
YDL022W,GPD1,LA,-0.229185,0.234993661,0.512395325,FALSE
YDL029W,ARP2,LA,0.040951667,0.723617889,0.879859423,FALSE
YDL031W,DBP10,LA,-0.033274167,0.861952364,0.946639182,FALSE
YDL040C,NAT1,LA,-0.012319167,0.935315301,0.977072576,FALSE
YDL051W,LHP1,LA,0.2355625,0.215567207,0.490197198,FALSE
YDL052C,SLC1,LA,0.4655825,0.215253869,0.48981671,FALSE
YDL053C,PBP4,LA,0.25943,0.089327455,0.304525414,FALSE
YDL055C,PSA1,LA,0.289783333,0.266565902,0.547159248,FALSE
YDL061C,RPS29B,LA,-0.014658333,0.941685574,0.979236844,FALSE
YDL066W,IDP1,LA,0.295819167,0.067932531,0.260491571,FALSE
YDL072C,YET3,LA,0.6795825,0.003026459,0.037848139,FALSE
YDL078C,MDH3,LA,-0.26956,0.084917442,0.295887972,FALSE
YDL083C;YMR143W,NA,LA,0.134696667,0.577697737,0.794078842,FALSE
YDL084W,SUB2,LA,-0.144418333,0.280463624,0.560684134,FALSE
YDL086W,YDL086W,LA,0.02877,0.879932942,0.954733322,FALSE
YDL095W,PMT1,LA,0.663629167,0.00653236,0.063365955,FALSE
YDL097C,RPN6,LA,-0.009214167,0.953615307,0.984144143,FALSE
YDL100C,GET3,LA,-0.3400225,0.042883142,0.200454516,FALSE
YDL103C,QRI1,LA,0.191165833,0.197533181,0.469136536,FALSE
YDL112W,TRM3,LA,-0.064789167,0.709986673,0.872353098,FALSE
YDL122W,UBP1,LA,-0.011926667,0.911886052,0.968054182,FALSE
YDL124W,YDL124W,LA,-0.421561667,0.023990869,0.141596781,FALSE
YDL125C,HNT1,LA,-0.665355833,0.041306119,0.1963289,FALSE
YDL126C,CDC48,LA,0.17465,0.227988376,0.504423256,FALSE
YDL131W,LYS21,LA,1.830978333,4.40E-05,0.001819851,TRUE
YDL132W,CDC53,LA,0.239489167,0.202231002,0.474687961,FALSE
YDL135C,RDI1,LA,-0.214059167,0.131225711,0.375133928,FALSE
YDL136W;YDL191W,NA,LA,0.044960833,0.865043422,0.948236312,FALSE
YDL140C,RPO21,LA,0.019219167,0.8353814,0.934655014,FALSE
YDL143W,CCT4,LA,0.050273333,0.714615456,0.875238205,FALSE
YDL145C,COP1,LA,0.183566667,0.187197504,0.455215471,FALSE
YDL147W,RPN5,LA,0.135885,0.509182165,0.750778131,FALSE
YDL148C,NOP14,LA,0.3759725,0.11274296,0.345953923,FALSE
YDL153C,SAS10,LA,-0.153399167,0.257839107,0.53786325,FALSE
YDL160C,DHH1,LA,0.18753,0.361721289,0.637112915,FALSE
YDL161W,ENT1,LA,-0.0719675,0.762724418,0.898396951,FALSE
YDL166C,FAP7,LA,-0.813253333,0.001236441,0.020775316,FALSE
YDL168W,SFA1,LA,-0.015275833,0.903159466,0.964535799,FALSE
YDL171C,GLT1,LA,0.136174167,0.256589351,0.536438926,FALSE
YDL182W,LYS20,LA,0.196514167,0.132179903,0.376898108,FALSE
YDL185W,VMA1,LA,-0.031800833,0.728899578,0.882675043,FALSE
YDL188C,PPH22,LA,-0.4590225,0.152486351,0.40690963,FALSE
YDL192W,ARF1,LA,0.181331667,0.409615422,0.676659176,FALSE
YDL195W,SEC31,LA,0.089851667,0.334938702,0.613331254,FALSE
YDL198C,GGC1,LA,-0.240935833,0.40113592,0.66961476,FALSE
YDL201W,TRM8,LA,0.111615,0.581357695,0.79632879,FALSE
YDL205C,HEM3,LA,0.335485,0.118861645,0.355964984,FALSE
YDL208W,NHP2,LA,-0.027800833,0.895120864,0.961359586,FALSE
YDL215C,GDH2,LA,0.118278333,0.539185675,0.770282992,FALSE
YDL225W,SHS1,LA,0.164035,0.398387452,0.667324752,FALSE
YDL226C,GCS1,LA,-0.280150833,0.100085092,0.324955458,FALSE
YDL229W,SSB1,LA,-0.825896667,0.213968516,0.488458195,FALSE
YDL236W,PHO13,LA,0.109049167,0.402651602,0.670873893,FALSE
YDR001C,NTH1,LA,0.164081667,0.329839852,0.608280801,FALSE
YDR002W,YRB1,LA,0.520738333,0.209015348,0.482675156,FALSE
YDR011W,SNQ2,LA,0.987195833,1.75E-04,0.005190827,FALSE
YDR012W,RPL4B,LA,-0.027045,0.887443967,0.958402083,FALSE
YDR019C,GCV1,LA,0.064063333,0.700158456,0.866829292,FALSE
YDR023W,SES1,LA,-0.33112,0.030514466,0.163708027,FALSE
YDR032C,PST2,LA,-0.446733333,0.037634758,0.186199774,FALSE
YDR033W,MRH1,LA,0.819001667,0.001089157,0.019093022,FALSE
YDR035W,ARO3,LA,0.15121,0.460479475,0.714326843,FALSE
YDR037W,KRS1,LA,0.1692925,0.117535511,0.353872417,FALSE
YDR044W,HEM13,LA,0.129898333,0.482601394,0.732055884,FALSE
YDR050C,TPI1,LA,0.336173333,0.054909839,0.230246937,FALSE
YDR060W,MAK21,LA,0.529776667,0.065084725,0.254274892,FALSE
YDR062W,LCB2,LA,0.45828,0.05445997,0.229324763,FALSE
YDR064W,RPS13,LA,-0.5037025,0.006813264,0.065081395,FALSE
YDR071C,PAA1,LA,-0.130839167,0.495941,0.741913215,FALSE
YDR074W,TPS2,LA,-0.408469167,0.002905161,0.036737643,FALSE
YDR091C,RLI1,LA,-0.05359,0.740189849,0.888055639,FALSE
YDR098C,GRX3,LA,-0.1359775,0.445652014,0.703263585,FALSE
YDR099W,BMH2,LA,1.124151667,0.001507993,0.023739314,TRUE
YDR101C,ARX1,LA,0.172874167,0.174621686,0.437889243,FALSE
YDR120C,TRM1,LA,0.091751667,0.58101619,0.796178112,FALSE
YDR127W,ARO1,LA,0.013036667,0.914061773,0.968720733,FALSE
YDR129C,SAC6,LA,0.0247,0.843435051,0.937940853,FALSE
YDR135C,YCF1,LA,0.38162,0.046147853,0.208351375,FALSE
YDR148C,KGD2,LA,-0.015829167,0.909789853,0.967071382,FALSE
YDR150W,NUM1,LA,0.085456667,0.611698601,0.815443471,FALSE
YDR155C,CPR1,LA,0.213964167,0.553263177,0.779184429,FALSE
YDR158W,HOM2,LA,0.411915833,0.060900841,0.244770837,FALSE
YDR165W,TRM82,LA,-0.434071667,0.010228469,0.083904573,FALSE
YDR168W,CDC37,LA,-0.212533333,0.164819759,0.424532257,FALSE
YDR170C,SEC7,LA,0.823358333,5.20E-04,0.011264113,FALSE
YDR172W,SUP35,LA,0.2418325,0.114369684,0.348497485,FALSE
YDR174W,HMO1,LA,-0.038586667,0.797317762,0.916114756,FALSE
YDR177W,UBC1,LA,-0.213588333,0.445284978,0.703095714,FALSE
YDR188W,CCT6,LA,-0.192914167,0.197443824,0.469103648,FALSE
YDR189W,SLY1,LA,0.062568333,0.678020952,0.854526953,FALSE
YDR190C,RVB1,LA,0.225255833,0.06989789,0.265317764,FALSE
YDR194C,MSS116,LA,-0.0927575,0.565956929,0.786901717,FALSE
YDR211W,GCD6,LA,0.024371667,0.861249631,0.94620731,FALSE
YDR212W,TCP1,LA,-0.04165,0.723798854,0.879918878,FALSE
YDR214W,AHA1,LA,0.037148333,0.831448177,0.932649493,FALSE
YDR226W,ADK1,LA,-0.262579167,0.498542847,0.743342131,FALSE
YDR232W,HEM1,LA,-0.7937325,0.007878891,0.071031296,FALSE
YDR233C,RTN1,LA,0.417265833,0.05246642,0.224517094,FALSE
YDR234W,LYS4,LA,0.313696667,0.014159507,0.102568867,FALSE
YDR238C,SEC26,LA,0.195175833,0.207071605,0.480390364,FALSE
YDR245W,MNN10,LA,0.701921667,0.006055461,0.060147108,FALSE
YDR258C,HSP78,LA,-0.208820833,0.117765184,0.354361519,FALSE
YDR289C,RTT103,LA,-0.1236225,0.416736281,0.682386011,FALSE
YDR293C,SSD1,LA,-0.234979167,0.079857514,0.286317783,FALSE
YDR294C,DPL1,LA,0.095459167,0.612630794,0.816099905,FALSE
YDR298C,ATP5,LA,-0.336064167,0.029998549,0.162197888,FALSE
YDR299W,BFR2,LA,-0.062733333,0.695367335,0.863912147,FALSE
YDR300C,PRO1,LA,0.196500833,0.167774275,0.428522927,FALSE
YDR304C,CPR5,LA,-0.296721667,0.275835127,0.556557096,FALSE
YDR321W,ASP1,LA,0.3006725,0.207119879,0.480462912,FALSE
YDR324C,UTP4,LA,-0.105393333,0.431860221,0.692649131,FALSE
YDR328C,SKP1,LA,-0.4411175,0.087666166,0.301283553,FALSE
YDR341C,YDR341C,LA,0.106824167,0.361049126,0.636643782,FALSE
YDR345C,HXT3,LA,0.284458333,0.338237773,0.615845962,FALSE
YDR346C,SVF1,LA,0.126346667,0.268015383,0.548456501,FALSE
YDR347W,MRP1,LA,0.302675833,0.079285195,0.28514851,FALSE
YDR348C,PAL1,LA,0.518165,0.002088009,0.02945242,FALSE
YDR353W,TRR1,LA,-0.126309167,0.422088656,0.686471645,FALSE
YDR354W,TRP4,LA,0.008009167,0.965256807,0.98825373,FALSE
YDR361C,BCP1,LA,0.064061667,0.824389715,0.9296156,FALSE
YDR368W,YPR1,LA,0.065024167,0.761057933,0.897666162,FALSE
YDR372C,VPS74,LA,-0.166051667,0.172965144,0.435748879,FALSE
YDR378C,LSM6,LA,-0.569920833,0.0849959,0.29604953,FALSE
YDR381W,YRA1,LA,0.153385,0.424881048,0.688536348,FALSE
YDR382W,RPP2B,LA,-1.406246667,1.13E-04,0.003727135,TRUE
YDR385W;YOR133W,NA,LA,0.159975833,0.224012943,0.49935653,FALSE
YDR388W,RVS167,LA,0.032663333,0.797386621,0.916165348,FALSE
YDR394W,RPT3,LA,-0.392878333,0.009700737,0.080829475,FALSE
YDR395W,SXM1,LA,-0.13037,0.52455566,0.760972343,FALSE
YDR398W,UTP5,LA,0.222500833,0.527048453,0.762401031,FALSE
YDR399W,HPT1,LA,-0.272973333,0.233558524,0.510934981,FALSE
YDR408C,ADE8,LA,0.346076667,0.02002003,0.12742501,FALSE
YDR418W;YEL054C,NA,LA,0.125363333,0.483198803,0.732615753,FALSE
YDR427W,RPN9,LA,0.0348725,0.87958935,0.954613148,FALSE
YDR429C,TIF35,LA,-1.147060833,9.96E-05,0.003387976,TRUE
YDR432W,NPL3,LA,-0.166385,0.424015121,0.688007641,FALSE
YDR447C;YML024W,NA,LA,0.191236667,0.332398013,0.611072824,FALSE
YDR450W;YML026C,NA,LA,0.72116,0.038701179,0.189274155,FALSE
YDR454C,GUK1,LA,-0.252525,0.116002813,0.351321718,FALSE
YDR471W;YHR010W,NA,LA,0.218905833,0.396910768,0.666306202,FALSE
YDR472W,TRS31,LA,0.313870833,0.014144977,0.102544136,FALSE
YDR477W,SNF1,LA,0.466144167,0.004032671,0.04590492,FALSE
YDR483W,KRE2,LA,0.5284625,0.001581489,0.024604156,FALSE
YDR487C,RIB3,LA,0.220241667,0.318019428,0.596984121,FALSE
YDR496C,PUF6,LA,0.3603075,0.076255092,0.279148104,FALSE
YDR500C,RPL37B,LA,1.38834,0.001321798,0.021716097,TRUE
YDR502C,SAM2,LA,-0.3084325,0.271361095,0.552186028,FALSE
YDR510W,SMT3,LA,-1.069436667,0.005580125,0.056848868,FALSE
YDR513W,GRX2,LA,-1.042955833,0.001574612,0.024547181,TRUE
YDR516C,EMI2,LA,-0.553750833,0.003689657,0.043345546,FALSE
YDR518W,EUG1,LA,-0.1269,0.662020388,0.845483415,FALSE
YDR531W,CAB1,LA,0.033380833,0.855644878,0.943246676,FALSE
YDR533C,HSP31,LA,-0.163450833,0.567520968,0.788045598,FALSE
YDR539W,FDC1,LA,0.116258333,0.449918572,0.705961055,FALSE
YEL002C,WBP1,LA,0.072296667,0.702535805,0.868282717,FALSE
YEL013W,VAC8,LA,0.475634167,0.042548368,0.199268279,FALSE
YEL022W,GEA2,LA,-0.0862275,0.672730086,0.851138943,FALSE
YEL026W,SNU13,LA,-0.595815,0.092937067,0.311195804,FALSE
YEL027W,VMA3,LA,0.963575833,1.48E-05,7.56E-04,FALSE
YEL031W,SPF1,LA,0.624883333,0.00327939,0.040071229,FALSE
YEL032W,MCM3,LA,-0.173444167,0.235951101,0.513724076,FALSE
YEL034W,HYP2,LA,0.15325,0.631489405,0.827366817,FALSE
YEL037C,RAD23,LA,-0.237985,0.117525034,0.353872417,FALSE
YEL040W,UTR2,LA,0.088108333,0.514967107,0.755177364,FALSE
YEL042W,GDA1,LA,-0.0076775,0.95347475,0.984144143,FALSE
YEL046C,GLY1,LA,0.120099167,0.312234258,0.591207109,FALSE
YEL047C,FRD1,LA,-0.0016025,0.99091261,0.997242693,FALSE
YEL051W,VMA8,LA,-0.201359167,0.148218057,0.400803526,FALSE
YEL055C,POL5,LA,0.639871667,0.005925996,0.059269737,FALSE
YEL058W,PCM1,LA,0.110449167,0.524289068,0.760764358,FALSE
YEL060C,PRB1,LA,-0.546546667,0.008145577,0.07246186,FALSE
YEL071W,DLD3,LA,0.374073333,0.010373079,0.084626711,FALSE
YER003C,PMI40,LA,-0.656410833,0.002757833,0.03545785,FALSE
YER004W,FMP52,LA,-0.760965833,0.017236624,0.116126383,FALSE
YER006W,NUG1,LA,-0.163034167,0.320323206,0.599204414,FALSE
YER007C-A,TMA20,LA,-0.0797,0.710254084,0.872536395,FALSE
YER009W,NTF2,LA,-1.29683,0.003675199,0.043206361,TRUE
YER012W,PRE1,LA,0.188736667,0.268792085,0.549558285,FALSE
YER021W,RPN3,LA,0.199011667,0.198468975,0.470148629,FALSE
YER023W,PRO3,LA,0.132295833,0.486605825,0.735113661,FALSE
YER025W,GCD11,LA,-0.116998333,0.48407332,0.733475252,FALSE
YER031C,YPT31,LA,0.024959167,0.889241762,0.958772236,FALSE
YER036C,ARB1,LA,-0.0544275,0.679089163,0.854943367,FALSE
YER043C,SAH1,LA,0.112151667,0.371271133,0.645582433,FALSE
YER048C,CAJ1,LA,0.416996667,0.019187436,0.124453575,FALSE
YER048W-A,ISD11,LA,-0.070153333,0.630817965,0.827015664,FALSE
YER049W,TPA1,LA,0.0914425,0.516146814,0.755866309,FALSE
YER052C,HOM3,LA,-0.077926667,0.632330468,0.82773402,FALSE
YER055C,HIS1,LA,0.108919167,0.475333476,0.726633201,FALSE
YER056C-A;YIL052C,NA,LA,-0.126401667,0.783902565,0.909422601,FALSE
YER057C,HMF1,LA,-0.39361,0.107556525,0.337256609,FALSE
YER062C,GPP2,LA,0.099181667,0.642572073,0.834209295,FALSE
YER063W,THO1,LA,0.027135,0.874586584,0.952124058,FALSE
YER068W,MOT2,LA,-0.194456667,0.104558936,0.3322501,FALSE
YER069W,ARG5,LA,-0.162808333,0.31030657,0.589280657,FALSE
YER070W,RNR1,LA,-0.04409,0.738726532,0.887264902,FALSE
YER073W,ALD5,LA,0.200606667,0.144681369,0.395726333,FALSE
YER074W;YIL069C,NA,LA,0.307285833,0.181913365,0.448164587,FALSE
YER080W,AIM9,LA,0.158011667,0.225917889,0.50199036,FALSE
YER081W,SER3,LA,1.069914167,1.07E-06,9.06E-05,TRUE
YER082C,UTP7,LA,0.305713333,0.148914145,0.401715022,FALSE
YER086W,ILV1,LA,-0.3767425,0.070946179,0.267891993,FALSE
YER089C,PTC2,LA,0.1515575,0.203935214,0.476973404,FALSE
YER090W,TRP2,LA,-0.043795833,0.78504323,0.910173601,FALSE
YER091C,MET6,LA,-0.138540833,0.246231314,0.525289673,FALSE
YER094C,PUP3,LA,0.044573333,0.849794114,0.94070327,FALSE
YER103W,SSA4,LA,0.3162475,0.141347586,0.390281795,FALSE
YER110C,KAP123,LA,-0.202794167,0.185871502,0.45343504,FALSE
YER112W,LSM4,LA,0.578290833,1.29E-04,0.004144669,FALSE
YER120W,SCS2,LA,0.194056667,0.240128908,0.518445773,FALSE
YER122C,GLO3,LA,-0.008181667,0.95304756,0.984004706,FALSE
YER125W,RSP5,LA,0.1014925,0.452383288,0.707835299,FALSE
YER127W,LCP5,LA,-0.3042575,0.359613492,0.63512841,FALSE
YER133W,GLC7,LA,-0.014295833,0.929795902,0.974752282,FALSE
YER136W,GDI1,LA,0.075675,0.696602784,0.864574758,FALSE
YER151C,UBP3,LA,0.322711667,0.023554819,0.140302314,FALSE
YER155C,BEM2,LA,0.224024167,0.211725666,0.485753955,FALSE
YER156C,YER156C,LA,-0.385665,0.002667053,0.034714021,FALSE
YER159C,BUR6,LA,0.038025833,0.912601812,0.968284745,FALSE
YER164W,CHD1,LA,0.1803175,0.389621565,0.660539273,FALSE
YER165W,PAB1,LA,-0.1141625,0.3054131,0.585076492,FALSE
YER177W,BMH1,LA,-0.155645833,0.295207387,0.575079325,FALSE
YER178W,PDA1,LA,-0.16095,0.333827991,0.612667643,FALSE
YFL004W,VTC2,LA,0.445875,0.016538892,0.113162453,FALSE
YFL005W,SEC4,LA,0.392736667,0.059609167,0.241951188,FALSE
YFL010C,WWM1,LA,0.1475825,0.632513128,0.827855653,FALSE
YFL018C,LPD1,LA,0.1188475,0.313770479,0.592719608,FALSE
YFL022C,FRS2,LA,-0.441901667,0.00229395,0.031375299,FALSE
YFL028C,CAF16,LA,-0.248253333,0.14692405,0.399109058,FALSE
YFL037W,TUB2,LA,0.009771667,0.955202861,0.984745218,FALSE
YFL038C,YPT1,LA,-0.071244167,0.777544223,0.905982313,FALSE
YFL039C,ACT1,LA,0.597620833,0.012843038,0.096667974,FALSE
YFL045C,SEC53,LA,-0.079830833,0.644819565,0.835486193,FALSE
YFL048C,EMP47,LA,0.027116667,0.901483006,0.96397333,FALSE
YFR002W,NIC96,LA,0.658005,0.005730525,0.057838306,FALSE
YFR004W,RPN11,LA,-0.21138,0.371635755,0.646003361,FALSE
YFR006W,YFR006W,LA,-0.1457525,0.301615718,0.58105983,FALSE
YFR009W,GCN20,LA,-0.110299167,0.327891656,0.606415502,FALSE
YFR010W,UBP6,LA,-0.021316667,0.860039881,0.945874331,FALSE
YFR024C-A,LSB3,LA,0.116319167,0.478324485,0.729251593,FALSE
YFR030W,MET10,LA,0.594719167,0.001001538,0.018027691,FALSE
YFR031C-A;YIL018W,NA,LA,0.0243725,0.916318296,0.969718513,FALSE
YFR037C,RSC8,LA,-0.271714167,0.103393497,0.330923762,FALSE
YFR044C,DUG1,LA,-0.136871667,0.42569109,0.689006713,FALSE
YFR047C,BNA6,LA,-0.425778333,0.006101366,0.060482038,FALSE
YFR050C,PRE4,LA,-0.237624167,0.094897512,0.315586134,FALSE
YFR051C,RET2,LA,-0.139785,0.365358378,0.640218736,FALSE
YFR052W,RPN12,LA,-0.286076667,0.336657047,0.614860673,FALSE
YFR053C,HXK1,LA,-0.477644167,0.004060628,0.046089569,FALSE
YGL001C,ERG26,LA,0.238620833,0.238872837,0.517111924,FALSE
YGL008C,PMA1,LA,0.69931,0.00484359,0.05186549,FALSE
YGL009C,LEU1,LA,0.263178333,0.138868707,0.386969891,FALSE
YGL011C,SCL1,LA,0.4738325,0.040283045,0.193439519,FALSE
YGL014W,PUF4,LA,-0.088383333,0.60776153,0.812756875,FALSE
YGL022W,STT3,LA,0.674296667,0.006395791,0.0624351,FALSE
YGL026C,TRP5,LA,0.036969167,0.758891259,0.896428329,FALSE
YGL027C,CWH41,LA,0.399286667,0.029333235,0.160390682,FALSE
YGL030W,RPL30,LA,-0.518895833,0.01634794,0.112366989,FALSE
YGL031C,RPL24A,LA,0.13035,0.668374868,0.848868749,FALSE
YGL037C,PNC1,LA,-0.124511667,0.675782498,0.853167312,FALSE
YGL040C,HEM2,LA,-0.3869225,0.001974432,0.028470704,FALSE
YGL043W,DST1,LA,0.004248333,0.97696849,0.992336068,FALSE
YGL048C,RPT6,LA,-0.055950833,0.577869898,0.79419748,FALSE
YGL049C,TIF4632,LA,-0.161305833,0.65258752,0.839826131,FALSE
YGL055W,OLE1,LA,0.200868333,0.44916728,0.705348227,FALSE
YGL056C,SDS23,LA,-0.120681667,0.423419765,0.687563339,FALSE
YGL062W,PYC1,LA,0.003335,0.975913856,0.991905339,FALSE
YGL070C,RPB9,LA,-0.177438333,0.472308776,0.724327495,FALSE
YGL078C,DBP3,LA,-0.185614167,0.202237654,0.474687961,FALSE
YGL087C,MMS2,LA,-0.069709167,0.851390625,0.941425611,FALSE
YGL092W,NUP145,LA,0.335486667,0.014801559,0.10554155,FALSE
YGL097W,SRM1,LA,0.004479167,0.974505281,0.991422368,FALSE
YGL099W,LSG1,LA,0.067654167,0.736988761,0.886619106,FALSE
YGL100W,SEH1,LA,-0.104289167,0.517186778,0.756438705,FALSE
YGL103W,RPL28,LA,0.385495,0.2678875,0.548355284,FALSE
YGL105W,ARC1,LA,0.146925833,0.557515783,0.781639716,FALSE
YGL106W,MLC1,LA,-1.017351667,0.012915352,0.096983412,FALSE
YGL111W,NSA1,LA,0.323804167,0.293753735,0.573586564,FALSE
YGL115W,SNF4,LA,0.1123925,0.480483,0.73058442,FALSE
YGL120C,PRP43,LA,0.075325833,0.639948212,0.832889709,FALSE
YGL122C,NAB2,LA,-0.02379,0.911251942,0.967674208,FALSE
YGL123W,RPS2,LA,-0.670205833,0.00504113,0.053376669,FALSE
YGL125W,MET13,LA,0.4410375,0.034716427,0.177161765,FALSE
YGL130W,CEG1,LA,-0.050196667,0.826673881,0.930480665,FALSE
YGL135W;YPL220W,NA,LA,0.247446667,0.244710542,0.523825082,FALSE
YGL137W,SEC27,LA,-0.016445833,0.842055031,0.937458839,FALSE
YGL148W,ARO2,LA,0.507855,0.001129635,0.019634255,FALSE
YGL157W,ARI1,LA,0.026060833,0.899700853,0.963176282,FALSE
YGL167C,PMR1,LA,0.462689167,0.067776383,0.260198541,FALSE
YGL173C,XRN1,LA,0.205250833,0.203047962,0.475712367,FALSE
YGL189C,RPS26A,LA,0.227020833,0.27950543,0.559678228,FALSE
YGL195W,GCN1,LA,0.121325,0.379415237,0.65291341,FALSE
YGL200C,EMP24,LA,0.396744167,0.105235117,0.333076172,FALSE
YGL201C,MCM6,LA,0.234070833,0.029359367,0.160450335,FALSE
YGL202W,ARO8,LA,0.2543125,0.18135056,0.447422884,FALSE
YGL206C,CHC1,LA,-0.064369167,0.675201093,0.852637498,FALSE
YGL207W,SPT16,LA,0.172465833,0.173509899,0.436554975,FALSE
YGL221C,NIF3,LA,-0.0294025,0.809753998,0.922362171,FALSE
YGL232W,TAN1,LA,0.483216667,0.004466,0.049008254,FALSE
YGL234W,ADE5,LA,-0.0817225,0.482055824,0.731799889,FALSE
YGL238W,CSE1,LA,0.289228333,0.136903687,0.384075576,FALSE
YGL242C,YGL242C,LA,-1.340574167,9.10E-06,5.11E-04,TRUE
YGL244W,RTF1,LA,-0.2879025,0.425360829,0.68880566,FALSE
YGL245W,GUS1,LA,0.0257875,0.831347474,0.932593233,FALSE
YGL252C,RTG2,LA,0.450824167,0.018995417,0.123664588,FALSE
YGL253W,HXK2,LA,-3.09E-04,0.997991859,0.999425184,FALSE
YGR001C,EFM5,LA,-0.3887225,0.02048439,0.128924395,FALSE
YGR005C,TFG2,LA,0.21037,0.386994855,0.658555164,FALSE
YGR009C,SEC9,LA,-0.005834167,0.970173875,0.990200203,FALSE
YGR012W,YGR012W,LA,0.622231667,1.22E-04,0.003959942,FALSE
YGR019W,UGA1,LA,0.06127,0.648800525,0.837615959,FALSE
