systematic_name,gene,treatment_id,fc_log2,p_value,adj_p_value,regulated
YAL003W,EFB1,AF,-0.2857175,0.287356946,0.566935725,FALSE
YAL005C,SSA1,AF,0.1382375,0.608660809,0.813369929,FALSE
YAL007C,ERP2,AF,0.343978333,0.150006059,0.403118752,FALSE
YAL012W,CYS3,AF,-0.341454167,0.22951652,0.50583286,FALSE
YAL016W,TPD3,AF,-0.2628825,0.176981327,0.441433387,FALSE
YAL021C,CCR4,AF,-0.101673333,0.524749601,0.761006574,FALSE
YAL023C,PMT2,AF,-0.068276667,0.794361546,0.914722387,FALSE
YAL035W,FUN12,AF,-0.153644167,0.193525139,0.464268054,FALSE
YAL036C,RBG1,AF,0.058656667,0.672901912,0.851138943,FALSE
YAL038W,CDC19,AF,-0.20747,0.202965681,0.475610188,FALSE
YAL042W,ERV46,AF,-0.0961075,0.606491991,0.812025044,FALSE
YAL044C,GCV3,AF,-0.3053925,0.40718143,0.67473108,FALSE
YAL060W,BDH1,AF,0.050959167,0.829182248,0.931464222,FALSE
YAR002C-A,ERP1,AF,0.196605833,0.341243787,0.618644619,FALSE
YAR002W,NUP60,AF,-0.142413333,0.364439246,0.639548453,FALSE
YAR007C,RFA1,AF,-0.088341667,0.37456773,0.648257348,FALSE
YAR015W,ADE1,AF,-0.101498333,0.548149398,0.775993932,FALSE
YBL002W,HTB2,AF,-0.793974167,6.80E-04,0.013669827,FALSE
YBL003C;YDR225W,NA,AF,-0.9359225,0.00191019,0.027968119,FALSE
YBL007C,SLA1,AF,0.020548333,0.886436469,0.957876758,FALSE
YBL017C,PEP1,AF,0.343256667,0.028872028,0.159011616,FALSE
YBL022C,PIM1,AF,-0.057359167,0.704530822,0.869296708,FALSE
YBL023C,MCM2,AF,0.090268333,0.614104275,0.816581393,FALSE
YBL024W,NCL1,AF,0.029365833,0.816722542,0.92631798,FALSE
YBL026W,LSM2,AF,-0.588389167,0.003424683,0.041308709,FALSE
YBL027W;YBR084C-A,NA,AF,-0.585621667,0.255948553,0.535546458,FALSE
YBL030C,PET9,AF,-0.094345833,0.665643073,0.847303384,FALSE
YBL032W,HEK2,AF,0.002439167,0.990634302,0.997119633,FALSE
YBL036C,YBL036C,AF,0.018313333,0.924543542,0.972565617,FALSE
YBL039C,URA7,AF,0.13854,0.264265621,0.544892791,FALSE
YBL041W,PRE7,AF,-0.293721667,0.209982475,0.483758091,FALSE
YBL045C,COR1,AF,-0.1733225,0.305404443,0.585076492,FALSE
YBL047C,EDE1,AF,-0.287276667,0.030370304,0.163304478,FALSE
YBL050W,SEC17,AF,-0.130733333,0.40338937,0.671527012,FALSE
YBL058W,SHP1,AF,-0.229029167,0.326033843,0.604817226,FALSE
YBL064C,PRX1,AF,-0.205119167,0.503686385,0.747476714,FALSE
YBL072C;YER102W,NA,AF,-0.2247375,0.369784805,0.644273068,FALSE
YBL075C,SSA3,AF,-0.071839167,0.866110806,0.948940283,FALSE
YBL076C,ILS1,AF,0.049380833,0.699533427,0.866349797,FALSE
YBL087C;YER117W,NA,AF,-0.310719167,0.354934637,0.631419744,FALSE
YBL091C,MAP2,AF,0.051220833,0.768833165,0.901463054,FALSE
YBL092W,RPL32,AF,-0.40836,0.495936652,0.741913215,FALSE
YBL099W,ATP1,AF,0.140801667,0.144192283,0.39482749,FALSE
YBL102W,SFT2,AF,0.112331667,0.564404987,0.786026373,FALSE
YBR009C;YNL030W,NA,AF,-0.998944167,9.91E-06,5.47E-04,FALSE
YBR011C,IPP1,AF,-0.017018333,0.955375931,0.984835552,FALSE
YBR015C,MNN2,AF,0.121478333,0.403949578,0.672035141,FALSE
YBR017C,KAP104,AF,0.356570833,0.092025782,0.309407869,FALSE
YBR025C,OLA1,AF,0.021038333,0.925627222,0.973039841,FALSE
YBR026C,ETR1,AF,0.010050833,0.951706702,0.98349595,FALSE
YBR034C,HMT1,AF,0.0055025,0.973140093,0.991187641,FALSE
YBR035C,PDX3,AF,0.244451667,0.195126564,0.466211487,FALSE
YBR039W,ATP3,AF,0.018510833,0.904658838,0.965129847,FALSE
YBR048W;YDR025W,NA,AF,-0.6040025,0.069623485,0.264692623,FALSE
YBR052C,RFS1,AF,-0.393669167,0.032554898,0.170611525,FALSE
YBR072W,HSP26,AF,-0.146779167,0.652325284,0.839640121,FALSE
YBR078W,ECM33,AF,-0.216015,0.106873465,0.335936915,FALSE
YBR079C,RPG1,AF,0.1316925,0.351641524,0.628417872,FALSE
YBR080C,SEC18,AF,0.148905833,0.260386178,0.540426907,FALSE
YBR084W,MIS1,AF,-0.079770833,0.523424092,0.760325124,FALSE
YBR085W,AAC3,AF,-0.09905,0.755216872,0.894709555,FALSE
YBR086C,IST2,AF,0.468205,0.059363615,0.24125237,FALSE
YBR088C,POL30,AF,-0.170086667,0.476227466,0.727595316,FALSE
YBR089C-A,NHP6B,AF,0.105236667,0.735075381,0.885748672,FALSE
YBR092C,PHO3,AF,-0.2428375,0.312348364,0.591268424,FALSE
YBR094W,PBY1,AF,-0.102144167,0.427121853,0.69002217,FALSE
YBR101C,FES1,AF,0.307435,0.056268228,0.233651448,FALSE
YBR106W,PHO88,AF,0.057425,0.813305951,0.924448681,FALSE
YBR111C,YSA1,AF,-0.118813333,0.694901073,0.86350731,FALSE
YBR112C,CYC8,AF,-0.073069167,0.555890637,0.780679905,FALSE
YBR115C,LYS2,AF,0.458201667,3.95E-04,0.009373737,FALSE
YBR118W;YPR080W,NA,AF,0.03683,0.923743518,0.972377059,FALSE
YBR121C,GRS1,AF,0.216893333,0.032447267,0.170362002,FALSE
YBR126C,TPS1,AF,0.082344167,0.626841566,0.824766376,FALSE
YBR127C,VMA2,AF,-0.232721667,0.125108036,0.365952477,FALSE
YBR130C,SHE3,AF,0.334558333,0.38413016,0.656556714,FALSE
YBR143C,SUP45,AF,0.143180833,0.391672835,0.662307464,FALSE
YBR149W,ARA1,AF,-0.2529775,0.150918482,0.404402366,FALSE
YBR154C,RPB5,AF,-0.048545833,0.855746131,0.943314697,FALSE
YBR155W,CNS1,AF,0.296609167,0.072720721,0.271791208,FALSE
YBR160W,CDC28,AF,0.131936667,0.480107383,0.730309916,FALSE
YBR162C,TOS1,AF,-0.3931525,0.131907356,0.376382727,FALSE
YBR164C,ARL1,AF,0.175123333,0.514199922,0.754762604,FALSE
YBR169C,SSE2,AF,-0.25488,0.153694597,0.408214974,FALSE
YBR170C,NPL4,AF,-0.381119167,0.186901593,0.454835675,FALSE
YBR177C,EHT1,AF,-0.669615833,0.004013483,0.045803433,FALSE
YBR181C;YPL090C,NA,AF,-0.254321667,0.39499253,0.664655222,FALSE
YBR189W,RPS9B,AF,-0.2679675,0.190786462,0.460674025,FALSE
YBR196C,PGI1,AF,-0.19902,0.321282714,0.600270354,FALSE
YBR198C,TAF5,AF,0.12141,0.466045246,0.71915149,FALSE
YBR205W,KTR3,AF,0.1159675,0.683199056,0.857309568,FALSE
YBR218C,PYC2,AF,-0.040210833,0.767263449,0.900767436,FALSE
YBR221C,PDB1,AF,-0.3606675,0.020114495,0.127705588,FALSE
YBR222C,PCS60,AF,0.154688333,0.381771363,0.654646218,FALSE
YBR234C,ARC40,AF,-0.273238333,0.070757973,0.267544749,FALSE
YBR244W,GPX2,AF,-0.209546667,0.367052763,0.641877017,FALSE
YBR245C,ISW1,AF,0.052813333,0.73364517,0.885123648,FALSE
YBR247C,ENP1,AF,-0.050456667,0.705436034,0.870035417,FALSE
YBR248C,HIS7,AF,0.191044167,0.237218996,0.515291996,FALSE
YBR249C,ARO4,AF,0.3549125,0.051841668,0.223232095,FALSE
YBR252W,DUT1,AF,-0.32417,0.187362142,0.455517642,FALSE
YBR256C,RIB5,AF,0.369665,0.216812737,0.491705895,FALSE
YBR263W,SHM1,AF,0.144343333,0.288247837,0.567725924,FALSE
YBR265W,TSC10,AF,0.381253333,0.035228818,0.178760092,FALSE
YBR286W,APE3,AF,-0.081223333,0.564115597,0.785943216,FALSE
YCL009C,ILV6,AF,0.410806667,0.088577186,0.303340897,FALSE
YCL011C,GBP2,AF,-0.049591667,0.692480246,0.862241305,FALSE
YCL017C,NFS1,AF,-0.014684167,0.932833746,0.976387509,FALSE
YCL028W,RNQ1,AF,-0.158458333,0.35914209,0.634903141,FALSE
YCL030C,HIS4,AF,0.616195,8.70E-04,0.016388015,FALSE
YCL037C,SRO9,AF,0.012309167,0.947441911,0.981874025,FALSE
YCL040W,GLK1,AF,-0.153015,0.372310937,0.646517912,FALSE
YCL043C,PDI1,AF,-0.347270833,0.033542128,0.17368854,FALSE
YCL045C,EMC1,AF,0.2487025,0.172754359,0.435455689,FALSE
YCL050C,APA1,AF,0.247700833,0.322669064,0.601793706,FALSE
YCL057C-A,MIC10,AF,-0.609405833,0.009369858,0.079354548,FALSE
YCL057W,PRD1,AF,-0.211651667,0.145003122,0.396195127,FALSE
YCL064C,CHA1,AF,0.127213333,0.460075404,0.714062215,FALSE
YCR002C,CDC10,AF,0.041466667,0.771286205,0.902675662,FALSE
YCR004C,YCP4,AF,0.402085833,0.058088005,0.238137938,FALSE
YCR005C,CIT2,AF,0.5203075,0.009557569,0.080171474,FALSE
YCR009C,RVS161,AF,-0.064261667,0.789205125,0.912247255,FALSE
YCR012W,PGK1,AF,-0.170705833,0.407898175,0.675346285,FALSE
YCR028C-A,RIM1,AF,-0.827705833,0.001237366,0.020775316,FALSE
YCR030C,SYP1,AF,-0.117413333,0.362485448,0.637789101,FALSE
YCR051W,YCR051W,AF,-0.241543333,0.538196548,0.769609802,FALSE
YCR052W,RSC6,AF,-0.417758333,0.107911858,0.337992792,FALSE
YCR053W,THR4,AF,0.079424167,0.508889071,0.75064835,FALSE
YCR057C,PWP2,AF,0.100355,0.602840113,0.809866928,FALSE
YCR077C,PAT1,AF,-0.114006667,0.603623644,0.81034193,FALSE
YCR084C,TUP1,AF,-0.230324167,0.10013992,0.325071226,FALSE
YCR087C-A,YCR087C,AF,0.127711667,0.616872052,0.818356236,FALSE
YCR088W,ABP1,AF,-0.255370833,0.124375716,0.364909272,FALSE
YCR090C,YCR090C,AF,-0.046376667,0.791275869,0.913335558,FALSE
YCR093W,CDC39,AF,0.062506667,0.736975081,0.886619106,FALSE
YDL007W,RPT2,AF,-0.1879125,0.155346917,0.410593886,FALSE
YDL014W,NOP1,AF,0.370424167,0.039360358,0.19120126,FALSE
YDL022W,GPD1,AF,0.2750725,0.154685116,0.409636915,FALSE
YDL029W,ARP2,AF,-0.117960833,0.309482736,0.58885033,FALSE
YDL031W,DBP10,AF,-0.252441667,0.188961253,0.45776459,FALSE
YDL040C,NAT1,AF,-0.029566667,0.845571966,0.939100242,FALSE
YDL051W,LHP1,AF,-0.00169,0.992883859,0.997642261,FALSE
YDL052C,SLC1,AF,0.2830825,0.45006336,0.706094302,FALSE
YDL053C,PBP4,AF,0.002555,0.986553309,0.995379429,FALSE
YDL055C,PSA1,AF,-0.266879167,0.305990616,0.585696323,FALSE
YDL061C,RPS29B,AF,-0.637410833,0.001905236,0.027942452,FALSE
YDL066W,IDP1,AF,0.251381667,0.119991724,0.357649,FALSE
YDL072C,YET3,AF,0.1713275,0.445381261,0.703119725,FALSE
YDL078C,MDH3,AF,-0.0979525,0.528632294,0.763459343,FALSE
YDL083C;YMR143W,NA,AF,-0.597843333,0.014834526,0.105614412,FALSE
YDL084W,SUB2,AF,0.074496667,0.576895041,0.793655469,FALSE
YDL086W,YDL086W,AF,0.0736125,0.699220181,0.866161699,FALSE
YDL095W,PMT1,AF,0.480474167,0.046989874,0.210811805,FALSE
YDL097C,RPN6,AF,-0.257711667,0.106033529,0.334442023,FALSE
YDL100C,GET3,AF,0.115225,0.488663737,0.736589238,FALSE
YDL103C,QRI1,AF,-0.402171667,0.00750135,0.069044603,FALSE
YDL112W,TRM3,AF,-0.096309167,0.580564688,0.79594569,FALSE
YDL122W,UBP1,AF,0.006178333,0.954285447,0.984359993,FALSE
YDL124W,YDL124W,AF,-0.214301667,0.246711687,0.525736964,FALSE
YDL125C,HNT1,AF,-0.450585833,0.164654186,0.424402031,FALSE
YDL126C,CDC48,AF,-0.19351,0.181992979,0.448240617,FALSE
YDL131W,LYS21,AF,-0.317504167,0.460502216,0.71433209,FALSE
YDL132W,CDC53,AF,0.071554167,0.702147166,0.868114988,FALSE
YDL135C,RDI1,AF,4.08E-05,0.999768968,0.9998629,FALSE
YDL136W;YDL191W,NA,AF,0.021865833,0.934121736,0.976793586,FALSE
YDL140C,RPO21,AF,0.050369167,0.586258821,0.79891242,FALSE
YDL143W,CCT4,AF,0.033065833,0.809903214,0.922475186,FALSE
YDL145C,COP1,AF,0.094334167,0.496531028,0.742322134,FALSE
YDL147W,RPN5,AF,-0.2141975,0.29886619,0.578648123,FALSE
YDL148C,NOP14,AF,0.15086,0.522335047,0.759702981,FALSE
YDL153C,SAS10,AF,0.164210833,0.226010434,0.502020803,FALSE
YDL160C,DHH1,AF,0.03287,0.872729133,0.951055935,FALSE
YDL161W,ENT1,AF,0.146475,0.539198094,0.770282992,FALSE
YDL166C,FAP7,AF,-0.141058333,0.565444432,0.786523655,FALSE
YDL168W,SFA1,AF,0.198626667,0.115872981,0.351189195,FALSE
YDL171C,GLT1,AF,0.180116667,0.134394693,0.380158236,FALSE
YDL182W,LYS20,AF,0.310756667,0.018222572,0.120568926,FALSE
YDL185W,VMA1,AF,0.014161667,0.877308688,0.953484054,FALSE
YDL188C,PPH22,AF,-0.143195,0.653851245,0.840764763,FALSE
YDL192W,ARF1,AF,0.047729167,0.827909799,0.930967261,FALSE
YDL195W,SEC31,AF,0.081201667,0.383339408,0.655707482,FALSE
YDL198C,GGC1,AF,-0.358943333,0.211977411,0.486085619,FALSE
YDL201W,TRM8,AF,-0.0394375,0.84542453,0.93905401,FALSE
YDL205C,HEM3,AF,0.3743125,0.082298313,0.291389076,FALSE
YDL208W,NHP2,AF,-0.105723333,0.616349295,0.81793039,FALSE
YDL215C,GDH2,AF,0.280958333,0.14642297,0.398510666,FALSE
YDL225W,SHS1,AF,-0.0462975,0.811302412,0.92315702,FALSE
YDL226C,GCS1,AF,0.100659167,0.552279818,0.778438798,FALSE
YDL229W,SSB1,AF,-0.493511667,0.456615195,0.711382761,FALSE
YDL236W,PHO13,AF,-0.266025833,0.042943102,0.200675576,FALSE
YDR001C,NTH1,AF,0.063661667,0.704811792,0.869569068,FALSE
YDR002W,YRB1,AF,-0.198616667,0.630672054,0.826910916,FALSE
YDR011W,SNQ2,AF,0.421090833,0.09941385,0.323552959,FALSE
YDR012W,RPL4B,AF,-0.1747325,0.361453588,0.636861988,FALSE
YDR019C,GCV1,AF,0.388918333,0.021015716,0.131040127,FALSE
YDR023W,SES1,AF,-0.00989,0.947872429,0.982016808,FALSE
YDR032C,PST2,AF,0.043069167,0.839462015,0.936316185,FALSE
YDR033W,MRH1,AF,0.542669167,0.028048006,0.156157997,FALSE
YDR035W,ARO3,AF,0.120265,0.556996617,0.781391775,FALSE
YDR037W,KRS1,AF,0.2093,0.053740807,0.22752831,FALSE
YDR044W,HEM13,AF,-0.102791667,0.578303775,0.794367815,FALSE
YDR050C,TPI1,AF,0.030765833,0.859277163,0.945480091,FALSE
YDR060W,MAK21,AF,0.049541667,0.86188971,0.946639182,FALSE
YDR062W,LCB2,AF,0.48531,0.041917757,0.197947944,FALSE
YDR064W,RPS13,AF,-0.8785375,5.13E-06,3.25E-04,FALSE
YDR071C,PAA1,AF,-0.318294167,0.099539131,0.32372589,FALSE
YDR074W,TPS2,AF,-0.116744167,0.385060293,0.657172416,FALSE
YDR091C,RLI1,AF,0.0818475,0.612669165,0.816099905,FALSE
YDR098C,GRX3,AF,0.2466525,0.167931854,0.428696094,FALSE
YDR099W,BMH2,AF,-1.013960833,0.004037299,0.045909498,TRUE
YDR101C,ARX1,AF,-0.191153333,0.133740767,0.37918803,FALSE
YDR120C,TRM1,AF,0.117136667,0.481271892,0.731121153,FALSE
YDR127W,ARO1,AF,0.327926667,0.007664605,0.069953972,FALSE
YDR129C,SAC6,AF,0.1132575,0.366076641,0.641075367,FALSE
YDR135C,YCF1,AF,0.237975,0.210926125,0.484790722,FALSE
YDR148C,KGD2,AF,-0.294631667,0.036969978,0.184275587,FALSE
YDR150W,NUM1,AF,0.221689167,0.189483117,0.458547155,FALSE
YDR155C,CPR1,AF,-0.832438333,0.022683285,0.137391934,FALSE
YDR158W,HOM2,AF,0.203245833,0.351889099,0.628647191,FALSE
YDR165W,TRM82,AF,-0.045861667,0.782696003,0.908708508,FALSE
YDR168W,CDC37,AF,0.340769167,0.027060917,0.152823358,FALSE
YDR170C,SEC7,AF,0.274795833,0.234137648,0.511284129,FALSE
YDR172W,SUP35,AF,-0.079475,0.601833393,0.809139845,FALSE
YDR174W,HMO1,AF,-0.242656667,0.108513262,0.339016069,FALSE
YDR177W,UBC1,AF,-0.328028333,0.242014772,0.52071983,FALSE
YDR188W,CCT6,AF,0.100858333,0.499119405,0.743845756,FALSE
YDR189W,SLY1,AF,0.114858333,0.446446182,0.703767898,FALSE
YDR190C,RVB1,AF,-0.242171667,0.051627472,0.222761191,FALSE
YDR194C,MSS116,AF,-0.131025,0.417845032,0.683192226,FALSE
YDR211W,GCD6,AF,0.118069167,0.397945873,0.667160505,FALSE
YDR212W,TCP1,AF,-0.03126,0.790803931,0.913151366,FALSE
YDR214W,AHA1,AF,0.468433333,0.008348107,0.073589381,FALSE
YDR226W,ADK1,AF,-0.018599167,0.961721745,0.986464111,FALSE
YDR232W,HEM1,AF,0.55662,0.060097359,0.24307712,FALSE
YDR233C,RTN1,AF,0.237393333,0.266853025,0.547334458,FALSE
YDR234W,LYS4,AF,0.031224167,0.804238323,0.919643026,FALSE
YDR238C,SEC26,AF,0.115493333,0.454154857,0.709544071,FALSE
YDR245W,MNN10,AF,0.364989167,0.147910898,0.400257564,FALSE
YDR258C,HSP78,AF,0.353489167,0.008828622,0.076258464,FALSE
YDR289C,RTT103,AF,-0.2454175,0.108611966,0.339096501,FALSE
YDR293C,SSD1,AF,0.088018333,0.508980076,0.750684073,FALSE
YDR294C,DPL1,AF,0.393666667,0.038726444,0.189322442,FALSE
YDR298C,ATP5,AF,-0.163871667,0.285644032,0.565222264,FALSE
YDR299W,BFR2,AF,-0.153295833,0.339548921,0.617119655,FALSE
YDR300C,PRO1,AF,0.018925833,0.893810671,0.960778774,FALSE
YDR304C,CPR5,AF,-0.598911667,0.029264312,0.160277586,FALSE
YDR321W,ASP1,AF,-0.4245875,0.07598407,0.278986286,FALSE
YDR324C,UTP4,AF,0.248449167,0.065756589,0.255796761,FALSE
YDR328C,SKP1,AF,-0.3603375,0.16197458,0.420343344,FALSE
YDR341C,YDR341C,AF,0.093384167,0.424380073,0.688214146,FALSE
YDR345C,HXT3,AF,0.401528333,0.177425141,0.442095193,FALSE
YDR346C,SVF1,AF,-0.143908333,0.207504086,0.480775745,FALSE
YDR347W,MRP1,AF,-0.263461667,0.125935763,0.367238,FALSE
YDR348C,PAL1,AF,-0.4380475,0.008821827,0.076217615,FALSE
YDR353W,TRR1,AF,0.074983333,0.6333045,0.828403201,FALSE
YDR354W,TRP4,AF,0.257551667,0.163347603,0.422480309,FALSE
YDR361C,BCP1,AF,-0.392528333,0.175859369,0.439848357,FALSE
YDR368W,YPR1,AF,-0.248203333,0.24721966,0.526418357,FALSE
YDR372C,VPS74,AF,-0.019539167,0.872022818,0.950960547,FALSE
YDR378C,LSM6,AF,-0.741035833,0.025860168,0.148360994,FALSE
YDR381W,YRA1,AF,-0.2634,0.171902769,0.434050374,FALSE
YDR382W,RPP2B,AF,-0.223699167,0.52398721,0.760596674,FALSE
YDR385W;YOR133W,NA,AF,-0.063449167,0.628554001,0.82546436,FALSE
YDR388W,RVS167,AF,0.131343333,0.303113831,0.582789722,FALSE
YDR394W,RPT3,AF,-0.024735833,0.86848145,0.949708556,FALSE
YDR395W,SXM1,AF,0.424325,0.040222971,0.193380725,FALSE
YDR398W,UTP5,AF,0.150968333,0.667632506,0.848480781,FALSE
YDR399W,HPT1,AF,0.113936667,0.61800915,0.819157931,FALSE
YDR408C,ADE8,AF,0.126704167,0.388891948,0.660068476,FALSE
YDR418W;YEL054C,NA,AF,-0.113964167,0.523768944,0.760430816,FALSE
YDR427W,RPN9,AF,0.4543725,0.05056999,0.219869521,FALSE
YDR429C,TIF35,AF,-0.190413333,0.502541402,0.746722869,FALSE
YDR432W,NPL3,AF,0.074015,0.72176851,0.878629942,FALSE
YDR447C;YML024W,NA,AF,0.009074167,0.963229713,0.987452442,FALSE
YDR450W;YML026C,NA,AF,-0.4292525,0.215331091,0.489962216,FALSE
YDR454C,GUK1,AF,-0.37807,0.019513223,0.125464005,FALSE
YDR471W;YHR010W,NA,AF,-0.083716667,0.745578387,0.890120437,FALSE
YDR472W,TRS31,AF,-0.080669167,0.522458348,0.759749691,FALSE
YDR477W,SNF1,AF,-0.116733333,0.46277827,0.716184753,FALSE
YDR483W,KRE2,AF,0.2244275,0.170859237,0.432340351,FALSE
YDR487C,RIB3,AF,0.022561667,0.918325275,0.970673236,FALSE
YDR496C,PUF6,AF,0.0366025,0.855969162,0.943435051,FALSE
YDR500C,RPL37B,AF,-0.5917325,0.162149005,0.420500265,FALSE
YDR502C,SAM2,AF,0.2626625,0.348508871,0.625442618,FALSE
YDR510W,SMT3,AF,-0.103614167,0.784306233,0.909719297,FALSE
YDR513W,GRX2,AF,-0.480368333,0.137642813,0.384979643,FALSE
YDR516C,EMI2,AF,-0.103765833,0.578664413,0.794519696,FALSE
YDR518W,EUG1,AF,-0.1526575,0.599069842,0.807464528,FALSE
YDR531W,CAB1,AF,0.161328333,0.380163105,0.653480597,FALSE
YDR533C,HSP31,AF,-0.005078333,0.985816642,0.995010982,FALSE
YDR539W,FDC1,AF,0.280030833,0.070666104,0.26736094,FALSE
YEL002C,WBP1,AF,0.379136667,0.047279205,0.211455788,FALSE
YEL013W,VAC8,AF,0.299571667,0.198684604,0.470599005,FALSE
YEL022W,GEA2,AF,0.08517,0.676511468,0.853766311,FALSE
YEL026W,SNU13,AF,-0.245285,0.486595154,0.735113661,FALSE
YEL027W,VMA3,AF,0.165915833,0.434826007,0.695071296,FALSE
YEL031W,SPF1,AF,0.667208333,0.001746709,0.02631832,FALSE
YEL032W,MCM3,AF,-0.309119167,0.036043524,0.181224424,FALSE
YEL034W,HYP2,AF,-0.4686625,0.144340625,0.39517503,FALSE
YEL037C,RAD23,AF,-0.061395,0.684654581,0.85786426,FALSE
YEL040W,UTR2,AF,0.146845833,0.278737462,0.559020183,FALSE
YEL042W,GDA1,AF,0.02515,0.848441563,0.940475643,FALSE
YEL046C,GLY1,AF,-0.001865833,0.987441992,0.995457369,FALSE
YEL047C,FRD1,AF,-0.0986725,0.483649971,0.733104006,FALSE
YEL051W,VMA8,AF,0.028138333,0.839067163,0.936074175,FALSE
YEL055C,POL5,AF,0.383436667,0.095106556,0.316064798,FALSE
YEL058W,PCM1,AF,-0.108168333,0.53287419,0.765899603,FALSE
YEL060C,PRB1,AF,-0.091866667,0.650964459,0.838797274,FALSE
YEL071W,DLD3,AF,0.355415833,0.014723114,0.105179371,FALSE
YER003C,PMI40,AF,-0.173733333,0.418475719,0.683634177,FALSE
YER004W,FMP52,AF,-0.082443333,0.793563808,0.914390508,FALSE
YER006W,NUG1,AF,-0.096946667,0.553921778,0.779524693,FALSE
YER007C-A,TMA20,AF,0.0151775,0.943579064,0.980156793,FALSE
YER009W,NTF2,AF,-0.678175,0.122963451,0.362437203,FALSE
YER012W,PRE1,AF,-0.008493333,0.960188872,0.986138478,FALSE
YER021W,RPN3,AF,0.006884167,0.964372842,0.988030047,FALSE
YER023W,PRO3,AF,-0.200396667,0.292706627,0.572771592,FALSE
YER025W,GCD11,AF,0.269344167,0.109029647,0.339825489,FALSE
YER031C,YPT31,AF,0.491619167,0.007069157,0.066625783,FALSE
YER036C,ARB1,AF,0.101155,0.442440233,0.700839005,FALSE
YER043C,SAH1,AF,-0.030573333,0.807084952,0.920800011,FALSE
YER048C,CAJ1,AF,0.036256667,0.836460906,0.934975386,FALSE
YER048W-A,ISD11,AF,-0.061240833,0.674792557,0.852354957,FALSE
YER049W,TPA1,AF,-0.1636025,0.246457696,0.525438266,FALSE
YER052C,HOM3,AF,0.316015833,0.054426394,0.229261866,FALSE
YER055C,HIS1,AF,-0.028903333,0.849583693,0.940665341,FALSE
YER056C-A;YIL052C,NA,AF,0.087138333,0.850037066,0.940849075,FALSE
YER057C,HMF1,AF,-0.64756,0.008813737,0.076195328,FALSE
YER062C,GPP2,AF,-0.076440833,0.720514277,0.878008547,FALSE
YER063W,THO1,AF,-0.0412,0.810619238,0.92283497,FALSE
YER068W,MOT2,AF,-0.041416667,0.727920379,0.882024109,FALSE
YER069W,ARG5,AF,0.299844167,0.063278241,0.250034251,FALSE
YER070W,RNR1,AF,-0.12133,0.359568272,0.635097599,FALSE
YER073W,ALD5,AF,0.122126667,0.3729628,0.64696756,FALSE
YER074W;YIL069C,NA,AF,0.020415833,0.92901524,0.974380716,FALSE
YER080W,AIM9,AF,-0.218850833,0.094601663,0.315025842,FALSE
YER081W,SER3,AF,-0.740820833,4.98E-04,0.010977102,FALSE
YER082C,UTP7,AF,0.003105833,0.988239248,0.995775219,FALSE
YER086W,ILV1,AF,0.326845,0.116463746,0.352139644,FALSE
YER089C,PTC2,AF,-0.2166675,0.070504609,0.266942342,FALSE
YER090W,TRP2,AF,0.317824167,0.049912376,0.218163819,FALSE
YER091C,MET6,AF,0.159479167,0.18241672,0.448685308,FALSE
YER094C,PUP3,AF,0.124648333,0.596613649,0.806295446,FALSE
YER103W,SSA4,AF,0.724245,9.84E-04,0.017790896,FALSE
YER110C,KAP123,AF,0.137260833,0.369442043,0.644036949,FALSE
YER112W,LSM4,AF,-0.257056667,0.079726709,0.28615072,FALSE
YER120W,SCS2,AF,0.221536667,0.180371347,0.446062778,FALSE
YER122C,GLO3,AF,0.002115833,0.987851142,0.995552954,FALSE
YER125W,RSP5,AF,0.0734,0.586567022,0.799125831,FALSE
YER127W,LCP5,AF,-0.16436,0.62016637,0.820528896,FALSE
YER133W,GLC7,AF,0.438221667,0.007971267,0.071687513,FALSE
YER136W,GDI1,AF,0.241485,0.215003174,0.489375601,FALSE
YER151C,UBP3,AF,0.073529167,0.601495761,0.808976167,FALSE
YER155C,BEM2,AF,0.202171667,0.259391955,0.539425334,FALSE
YER156C,YER156C,AF,0.1100475,0.381504432,0.654463671,FALSE
YER159C,BUR6,AF,-0.405266667,0.243688168,0.522674576,FALSE
YER164W,CHD1,AF,0.10034,0.631697304,0.827450014,FALSE
YER165W,PAB1,AF,-0.05673,0.60983967,0.814150312,FALSE
YER177W,BMH1,AF,-0.120848333,0.415859273,0.681796509,FALSE
YER178W,PDA1,AF,0.2886675,0.084623467,0.295518528,FALSE
YFL004W,VTC2,AF,0.2254025,0.220701778,0.495766913,FALSE
YFL005W,SEC4,AF,0.015039167,0.941984348,0.979381321,FALSE
YFL010C,WWM1,AF,-0.38714,0.211221531,0.48521677,FALSE
YFL018C,LPD1,AF,-0.0126025,0.914720409,0.96898898,FALSE
YFL022C,FRS2,AF,0.185343333,0.192335342,0.462694224,FALSE
YFL028C,CAF16,AF,0.130746667,0.443183195,0.701607457,FALSE
YFL037W,TUB2,AF,0.030641667,0.860185855,0.945951141,FALSE
YFL038C,YPT1,AF,0.233008333,0.356413745,0.632578785,FALSE
YFL039C,ACT1,AF,0.084795833,0.720002148,0.877703313,FALSE
YFL045C,SEC53,AF,-0.288933333,0.09735285,0.319886033,FALSE
YFL048C,EMP47,AF,0.267351667,0.223984514,0.49935653,FALSE
YFR002W,NIC96,AF,0.3991775,0.08983073,0.305394688,FALSE
